Fase,Curso,Codigo,Nota_Real,Nota_Simulada,Erro
1,Ciências Farmacêuticas (Preparatórios),0140-8031,141.8,142.0,0.2
1,Medicina Veterinária (Preparatórios),0140-8086,167.7,196.5,28.8
1,Ciências Agrárias,0140-9022,114.3,111.5,-2.8
1,História,0150-9181,138.5,133.0,-5.5
1,Psicologia,0150-9219,137.9,133.0,-4.9
1,Serviço Social,0150-9238,125.3,121.5,-3.8
1,Sociologia,0150-9240,114.5,112.5,-2.0
1,Educação Básica,0150-9853,117.6,116.5,-1.1
1,Estudos Portugueses e Ingleses,0150-L041,112.9,111.5,-1.4
1,Ciclo Básico de Medicina,0160-8083,182.5,200.0,17.5
1,Proteção Civil e Gestão de Riscos,0160-8524,111.9,112.0,0.1
1,Biologia,0160-9011,122.2,123.5,1.3
1,Informática,0160-9185,128.5,124.2,-4.3
1,Economia,0170-9081,122.7,120.0,-2.7
1,Gestão,0170-9147,133.2,131.0,-2.2
1,Turismo,0170-9254,131.7,130.5,-1.2
1,Património Cultural e Arqueologia,0201-8509,106.1,98.8,-7.3
1,"Línguas, Literaturas e Culturas",0201-9204,105.0,102.0,-3.0
1,Psicologia,0201-9219,150.6,151.0,0.4
1,Artes Visuais,0201-9817,115.0,110.0,-5.0
1,Ciências da Educação e da Formação,0201-9821,123.5,121.0,-2.5
1,Arquitetura Paisagista,0203-8258,114.9,110.0,-4.9
1,Agronomia,0203-9003,118.9,116.0,-2.9
1,Biologia,0203-9011,119.8,117.5,-2.3
1,Biologia Marinha,0203-9013,132.7,130.5,-2.2
1,Bioquímica,0203-9015,116.9,112.5,-4.4
1,Biotecnologia,0203-9016,113.8,111.5,-2.3
1,Engenharia Informática,0203-9119,108.4,110.0,1.6
1,Matemática Aplicada à Economia e à Gestão,0203-9210,114.5,116.8,2.3
1,Ciências Farmacêuticas,0203-9494,142.0,137.5,-4.5
1,Bioengenharia,0203-9540,119.6,117.5,-2.1
1,Gestão Marinha e Costeira,0203-L123,113.7,111.0,-2.7
1,Economia,0204-9081,125.6,126.0,0.4
1,Gestão de Empresas,0204-9152,137.7,135.5,-2.2
