Fase,Curso,Codigo,Nota_Real,Nota_Simulada,Erro
1,Ciências Farmacêuticas (Preparatórios),0140-8031,132.8,135.0,2.2
1,Medicina Veterinária (Preparatórios),0140-8086,148.0,150.0,2.0
1,Ciências Agrárias,0140-9022,,122.0,
1,História,0150-9181,118.5,118.0,-0.5
1,Psicologia,0150-9219,128.3,127.0,-1.3
1,Serviço Social,0150-9238,113.8,111.5,-2.3
1,Sociologia,0150-9240,108.9,103.5,-5.4
1,Educação Básica,0150-9853,118.3,119.2,0.9
1,Estudos Portugueses e Ingleses,0150-L041,108.3,104.5,-3.8
1,Ciclo Básico de Medicina,0160-8083,174.8,198.0,23.2
1,Proteção Civil e Gestão de Riscos,0160-8524,112.0,109.5,-2.5
1,Biologia,0160-9011,133.9,136.5,2.6
1,Economia,0170-9081,152.2,155.5,3.3
1,Gestão,0170-9147,120.7,118.5,-2.2
1,Turismo,0170-9254,129.0,130.0,1.0
1,Património Cultural e Arqueologia,0201-8509,102.0,100.0,-2.0
1,"Línguas, Literaturas e Culturas",0201-9204,105.5,102.5,-3.0
1,Psicologia,0201-9219,139.7,140.5,0.8
1,Artes Visuais,0201-9817,112.0,110.0,-2.0
1,Ciências da Educação e da Formação,0201-9821,107.2,103.0,-4.2
1,Arquitetura Paisagista,0203-8258,110.2,110.0,-0.2
1,Agronomia,0203-9003,141.4,146.0,4.6
1,Biologia,0203-9011,102.2,96.0,-6.2
1,Biologia Marinha,0203-9013,108.0,104.5,-3.5
1,Bioquímica,0203-9015,113.0,113.0,0.0
1,Biotecnologia,0203-9016,112.6,112.0,-0.6
1,Engenharia Informática,0203-9119,101.5,102.2,0.7
1,Matemática Aplicada à Economia e à Gestão,0203-9210,109.2,103.0,-6.2
1,Ciências Farmacêuticas,0203-9494,127.6,127.5,-0.1
1,Bioengenharia,0203-9540,136.1,137.5,1.4
1,Gestão Marinha e Costeira,0203-L123,106.0,103.0,-3.0
1,Economia,0204-9081,103.0,98.0,-5.0
1,Gestão de Empresas,0204-9152,137.0,137.5,0.5
1,Sociologia,0204-9240,119.0,119.0,0.0
1,Administração Pública,0300-9002,139.4,139.5,0.1
1,Biologia,0300-9011,129.0,125.0,-4.0
1,Biologia e Geologia,0300-9012,110.0,110.0,0.0
1,Bioquímica,0300-9015,147.2,146.5,-0.7
1,Biotecnologia,0300-9016,155.4,156.5,1.1
1,Ciências do Mar,0300-9041,115.0,113.0,-2.0
1,Design,0300-9069,157.4,152.0,-5.4
1,Economia,0300-9081,159.2,161.5,2.3
1,Engenharia Informática,0300-9119,162.5,164.5,2.0
1,Física,0300-9141,126.5,125.5,-1.0
1,Geologia,0300-9146,101.6,98.0,-3.6
1,Gestão,0300-9147,165.2,168.0,2.8
1,Línguas e Estudos Editoriais,0300-9194,142.2,143.5,1.3
1,Línguas e Relações Empresariais,0300-9196,150.2,152.5,2.3
1,"Línguas, Literaturas e Culturas",0300-9204,136.2,137.0,0.8
1,Matemática,0300-9209,141.2,141.2,0.0
1,Psicologia,0300-9219,142.5,143.0,0.5
1,Química,0300-9223,139.2,140.5,1.3
1,Tradução,0300-9252,136.8,137.5,0.7
1,Ciências Biomédicas,0300-9351,159.3,160.0,0.7
1,Educação Básica,0300-9853,125.8,123.0,-2.8
1,Gestão e Planeamento em Turismo,0300-L187,139.8,141.2,1.4
1,Optometria e Ciências da Visão,0400-8184,100.3,98.0,-2.3
1,Bioquímica,0400-9015,116.5,111.5,-5.0
1,Biotecnologia,0400-9016,105.0,102.0,-3.0
1,Ciência Política e Relações Internacionais,0400-9020,148.0,149.8,1.8
1,Ciências da Comunicação,0400-9023,136.8,136.8,0.0
1,Ciências da Cultura,0400-9025,104.1,102.5,-1.6
1,Cinema,0400-9048,130.6,130.0,-0.6
1,Design de Moda,0400-9071,125.7,121.5,-4.2
1,Design Industrial,0400-9074,111.0,110.5,-0.5
1,Design Multimédia,0400-9075,125.2,120.5,-4.7
1,Economia,0400-9081,134.0,129.0,-5.0
1,Engenharia e Gestão Industrial,0400-9104,129.2,125.8,-3.4
1,Engenharia Eletromecânica,0400-9105,120.5,117.5,-3.0
1,Engenharia Eletrotécnica e de Computadores,0400-9112,124.1,118.0,-6.1
1,Engenharia Informática,0400-9119,125.2,124.2,-1.0
1,Gestão,0400-9147,145.9,145.0,-0.9
1,Marketing,0400-9205,118.6,117.8,-0.8
1,Psicologia,0400-9219,146.4,148.5,2.1
1,Química Industrial,0400-9225,114.7,115.0,0.3
1,Sociologia,0400-9240,123.6,121.5,-2.1
1,Arquitetura,0400-9257,103.0,95.0,-8.0
1,Ciências Biomédicas,0400-9351,131.9,129.0,-2.9
1,Ciências Farmacêuticas,0400-9494,141.0,139.0,-2.0
1,Ciências do Desporto,0400-9707,126.6,120.5,-6.1
1,Medicina,0400-9813,175.3,192.5,17.2
1,Matemática e Aplicações,0400-9835,110.6,108.5,-2.1
1,Estudos Portugueses e Espanhóis,0400-9918,100.0,95.0,-5.0
1,Química Medicinal,0501-8408,123.5,122.5,-1.0
1,Biologia,0501-9011,113.5,109.5,-4.0
1,Bioquímica,0501-9015,139.3,137.0,-2.3
1,Engenharia e Gestão Industrial,0501-9104,144.5,144.5,0.0
1,Engenharia Informática,0501-9119,146.5,141.8,-4.7
1,Física,0501-9141,129.3,128.0,-1.3
1,Geologia,0501-9146,107.0,102.5,-4.5
1,Matemática,0501-9209,139.0,139.2,0.2
1,Química,0501-9223,113.8,110.5,-3.3
1,Arquitetura,0501-9257,135.8,134.5,-1.3
1,Antropologia,0501-9448,109.5,102.0,-7.5
1,Design e Multimédia,0501-9891,145.0,144.0,-1.0
1,Administração Público-Privada,0502-8067,153.0,160.5,7.5
1,Direito,0502-9078,160.5,183.0,22.5
1,Economia,0503-9081,145.0,140.8,-4.2
1,Gestão,0503-9147,159.5,161.2,1.7
1,Relações Internacionais,0503-9229,168.5,200.0,31.5
1,Sociologia,0503-9240,138.0,139.5,1.5
1,Ciências Farmacêuticas,0504-9494,142.3,142.0,-0.3
1,Ciências Bioanalíticas,0504-9819,108.0,104.5,-3.5
1,Farmácia Biomédica,0504-9832,116.3,114.0,-2.3
1,Português,0505-8393,108.5,102.5,-6.0
1,Arqueologia,0505-9006,118.0,117.0,-1.0
1,Estudos Artísticos,0505-9132,136.5,138.0,1.5
1,Estudos Clássicos,0505-9133,116.0,116.5,0.5
1,Estudos Europeus,0505-9135,149.0,154.0,5.0
1,Filosofia,0505-9139,129.5,131.0,1.5
1,Geografia,0505-9143,125.0,125.5,0.5
1,História,0505-9181,138.0,139.0,1.0
1,História da Arte,0505-9182,120.0,119.5,-0.5
1,Ciência da Informação,0505-9694,128.4,129.5,1.1
1,Jornalismo e Comunicação,0505-9773,153.5,158.5,5.0
1,Línguas Modernas,0505-9779,138.5,138.0,-0.5
1,"Turismo, Território e Patrimónios",0505-L109,141.0,143.2,2.2
1,Medicina Dentária,0506-9548,173.8,196.0,22.2
1,Medicina,0506-9813,179.7,200.0,20.3
1,Ciências da Educação,0507-9026,128.0,127.0,-1.0
1,Serviço Social,0507-9238,143.0,145.5,2.5
1,Ciências do Desporto,0508-9707,132.2,131.5,-0.7
1,Biologia Humana,0602-8262,113.0,111.0,-2.0
1,Agronomia,0602-9003,102.0,95.0,-7.0
1,Biologia,0602-9011,110.1,108.5,-1.6
1,Bioquímica,0602-9015,112.4,109.5,-2.9
1,Biotecnologia,0602-9016,106.2,101.0,-5.2
1,Engenharia Informática,0602-9119,119.3,117.2,-2.1
1,Geografia,0602-9143,113.2,112.5,-0.7
1,Matemática Aplicada à Economia e à Gestão,0602-9210,111.6,107.2,-4.4
1,Engenharia Mecatrónica,0602-9751,120.5,117.5,-3.0
1,Enologia,0602-9752,114.0,116.0,2.0
1,Ciência e Tecnologia Animal,0602-9818,102.2,95.5,-6.7
1,Medicina Veterinária,0602-9847,154.9,157.0,2.1
1,Engenharia de Energias Renováveis,0602-9910,122.6,118.8,-3.8
1,Ecologia e Ambiente,0602-L090,105.4,102.0,-3.4
1,Design,0603-9069,133.4,133.0,-0.4
1,Teatro,0603-9243,131.2,131.5,0.3
1,Arquitetura,0603-9257,115.4,115.5,0.1
1,Artes Plásticas e Multimédia,0603-9347,120.9,119.5,-1.4
1,História e Arqueologia,0604-8251,120.9,118.5,-2.4
1,Ciências da Educação,0604-9026,119.5,113.0,-6.5
1,Economia,0604-9081,108.1,105.0,-3.1
1,Gestão,0604-9147,137.8,136.0,-1.8
1,Psicologia,0604-9219,145.8,147.0,1.2
1,Relações Internacionais,0604-9229,144.0,144.8,0.8
1,Sociologia,0604-9240,124.5,123.5,-1.0
1,Turismo,0604-9254,130.6,130.0,-0.6
1,Património Cultural,0604-9787,107.0,102.5,-4.5
1,Educação Básica,0604-9853,117.2,115.5,-1.7
1,Línguas e Literaturas,0604-L047,98.6,95.0,-3.6
1,Ciências da Nutrição,0901-9554,158.5,164.0,5.5
1,Medicina,0901-9813,177.3,200.0,22.7
1,Sociologia (regime pós-laboral),0902-8109,127.0,128.5,1.5
1,Arqueologia,0902-9006,128.0,129.0,1.0
1,Ciência Política e Relações Internacionais,0902-9020,174.0,200.0,26.0
1,Ciências da Comunicação,0902-9023,172.0,200.0,28.0
1,Ciências da Linguagem,0902-9040,130.0,132.5,2.5
1,Ciências Musicais,0902-9046,129.5,131.0,1.5
1,Filosofia,0902-9139,144.5,148.5,4.0
1,Geografia e Planeamento Regional,0902-9145,138.5,140.5,2.0
1,História,0902-9181,154.0,160.0,6.0
1,História da Arte,0902-9182,122.5,123.5,1.0
1,"Línguas, Literaturas e Culturas",0902-9204,145.5,95.0,-50.5
1,Sociologia,0902-9240,141.0,143.0,2.0
1,Tradução,0902-9252,151.0,95.0,-56.0
1,Antropologia,0902-9448,122.5,95.0,-27.5
1,Estudos Portugueses,0902-9917,118.0,119.5,1.5
1,Conservação - Restauro,0903-8036,144.2,147.5,3.3
1,Bioquímica,0903-9015,154.0,156.0,2.0
1,Engenharia Geológica,0903-9116,121.2,123.0,1.8
1,Matemática,0903-9209,169.2,197.2,28.0
1,Química Aplicada,0903-9224,143.2,144.5,1.3
1,Biologia Celular e Molecular,0903-9348,162.0,165.0,3.0
1,Matemática Aplicada à Gestão do Risco,0903-L167,168.2,199.0,30.8
1,Economia,0904-9081,171.0,189.5,18.5
1,Gestão,0904-9147,176.5,200.0,23.5
1,Sistemas e Tecnologias de Informação,0906-8259,161.3,165.0,3.7
1,Gestão de Informação,0906-9155,171.3,193.0,21.7
1,Direito,0911-9078,166.6,196.2,29.6
1,Geografia e Planeamento,1000-8183,126.6,127.0,0.4
1,Optometria e Ciências da Visão,1000-8184,120.4,120.0,-0.4
1,Direito (regime pós-laboral),1000-8358,165.6,200.0,34.4
1,Educação (regime pós-laboral),1000-8427,126.6,129.0,2.4
1,Design de Produto,1000-8494,150.5,149.5,-1.0
1,Administração Pública,1000-9002,153.4,163.0,9.6
1,Arqueologia,1000-9006,113.6,113.8,0.2
1,Biologia e Geologia,1000-9012,113.0,112.0,-1.0
1,Bioquímica,1000-9015,145.6,146.5,0.9
1,Ciência Política,1000-9019,153.2,159.0,5.8
1,Ciências da Comunicação,1000-9023,160.8,185.0,24.2
1,Direito,1000-9078,168.6,200.0,31.4
1,Economia,1000-9081,165.0,168.0,3.0
1,Estudos Culturais,1000-9134,139.2,141.5,2.3
1,Filosofia,1000-9139,120.2,120.5,0.3
1,Física,1000-9141,151.4,155.0,3.6
1,Geologia,1000-9146,107.4,108.0,0.6
1,Gestão,1000-9147,170.0,187.5,17.5
1,História,1000-9181,142.6,146.0,3.4
1,Línguas Aplicadas,1000-9192,161.2,188.5,27.3
1,Línguas e Literaturas Europeias,1000-9195,141.0,142.5,1.5
1,Matemática,1000-9209,134.0,133.5,-0.5
1,Química,1000-9223,122.4,120.5,-1.9
1,Relações Internacionais,1000-9229,160.6,183.0,22.4
1,Sociologia,1000-9240,139.8,141.0,1.2
1,Teatro,1000-9243,116.8,116.0,-0.8
1,Arquitetura,1000-9257,158.5,162.0,3.5
1,Educação,1000-9353,134.2,135.5,1.3
1,Ciências do Ambiente,1000-9379,117.0,108.5,-8.5
